Rk,Player,Age,Team,Pos,G,GS,MP,FG%,2P%,3P%,eFG%,FT%,TS%,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add
319,Andre Drummond,31,PHI,C,40,23,751,0.5,0.533,0.15,0.506,0.622,0.535,0.385,0.085,107,98,42,93,80,93,158,20,-17.2,-22.3
320,Jabari Walker,22,POR,SF,60,1,749,0.515,0.573,0.389,0.576,0.69,0.601,0.31,0.314,110,105,108,106,88,104,128,75,15.3,13.1
321,Jay Huff,26,MEM,C,64,2,748,0.515,0.724,0.405,0.648,0.786,0.666,0.184,0.656,110,133,112,119,101,116,76,156,63.7,59.1
322,Drew Eubanks,27,2TM,C,61,4,746,0.593,0.596,0.5,0.601,0.662,0.622,0.366,0.031,127,109,139,111,85,108,151,7,22.3,20.4
322,Drew Eubanks,27,UTA,C,37,4,568,0.607,0.607,0.6,0.617,0.632,0.632,0.393,0.034,130,111,167,114,81,110,162,8,21.5,19
322,Drew Eubanks,27,LAC,C,24,0,178,0.551,0.563,0,0.551,0.786,0.589,0.286,0.02,118,103,0,101,101,102,118,5,0.8,1.4
323,Talen Horton-Tucker,24,CHI,SG,58,0,724,0.457,0.544,0.336,0.527,0.735,0.567,0.337,0.419,98,100,93,97,94,98,139,100,-9.1,-6
324,Gary Harris,30,ORL,SG,48,3,711,0.383,0.469,0.356,0.519,0.583,0.524,0.09,0.759,82,86,99,96,75,91,37,180,-6.5,-14.4
325,Micah Potter,26,UTA,C,38,10,705,0.422,0.703,0.316,0.537,0.85,0.563,0.148,0.726,90,129,88,99,109,98,61,172,-1.6,-3.7
326,Jett Howard,21,ORL,SF,60,0,701,0.374,0.566,0.296,0.479,0.696,0.491,0.088,0.71,80,104,82,88,89,85,36,169,-33.6,-46.6
327,DeAndre Jordan,36,DEN,C,56,5,691,0.65,0.65,,0.65,0.422,0.621,0.457,0,139,119,,120,54,108,188,0,29.9,15.2
328,Quinten Post,24,GSW,PF,42,14,686,0.449,0.526,0.408,0.582,0.778,0.595,0.099,0.653,96,97,113,107,100,103,41,155,21.4,10.6
329,Blake Wesley,21,SAS,SG,58,0,683,0.435,0.5,0.293,0.481,0.623,0.51,0.328,0.312,93,92,81,89,80,88,135,74,-23,-28.3
330,Sandro Mamukelashvili,25,SAS,PF,61,0,681,0.502,0.675,0.373,0.609,0.741,0.628,0.206,0.573,107,124,103,112,95,109,85,136,36.8,31.8
331,Marcus Smart,30,2TM,PG,34,7,680,0.393,0.448,0.348,0.488,0.761,0.529,0.276,0.549,84,82,96,90,98,92,114,130,-28.1,-27.2
331,Marcus Smart,30,MEM,PG,19,6,400,0.358,0.414,0.322,0.456,0.833,0.504,0.243,0.608,77,76,89,84,107,87,100,144,-25.7,-23.8
331,Marcus Smart,30,WAS,PG,15,1,280,0.44,0.483,0.392,0.532,0.686,0.563,0.321,0.468,94,89,109,98,88,98,132,111,-2.4,-3.4
332,Jalen Pickett,25,DEN,SG,49,4,666,0.428,0.468,0.396,0.539,0.75,0.545,0.044,0.561,92,86,110,99,96,95,18,133,-1.5,-11.5
333,Tosan Evbuomwan,23,BRK,SF,28,0,665,0.427,0.49,0.312,0.482,0.753,0.53,0.332,0.35,91,90,87,89,97,92,137,83,-26.9,-23.5
334,Antonio Reeves,24,NOP,SG,44,6,660,0.456,0.521,0.395,0.558,0.8,0.579,0.141,0.52,98,96,110,103,103,100,58,124,7.6,1.5
335,Kyle Lowry,38,PHI,PG,35,12,659,0.35,0.414,0.33,0.474,0.818,0.525,0.282,0.752,75,76,91,87,105,91,116,179,-16.1,-13.6
336,Reed Sheppard,20,HOU,PG,52,3,654,0.351,0.371,0.338,0.452,0.813,0.465,0.067,0.594,75,68,94,83,104,81,28,141,-43.6,-54.5
337,Herbert Jones,26,NOP,SF,20,20,648,0.436,0.53,0.306,0.5,0.825,0.541,0.233,0.419,93,97,85,92,106,94,96,99,-14.8,-13.5
338,AJ Johnson,20,2TM,SG,29,11,639,0.385,0.472,0.267,0.441,0.865,0.48,0.174,0.423,82,87,74,81,111,83,72,100,-43.3,-44.2
338,AJ Johnson,20,MIL,SG,7,0,44,0.421,0.357,0.6,0.5,0.5,0.503,0.105,0.263,90,66,167,92,64,87,43,62,-1.6,-2.9
338,AJ Johnson,20,WAS,SG,22,11,595,0.381,0.486,0.247,0.436,0.886,0.478,0.18,0.438,82,89,69,80,114,83,74,104,-41.7,-41.3
339,Maxi Kleber,33,DAL,PF,34,4,637,0.385,0.511,0.265,0.453,0.762,0.489,0.219,0.51,82,94,74,83,98,85,90,121,-17.3,-18.3
340,Delon Wright,32,2TM,PG,40,7,635,0.344,0.431,0.274,0.42,0.6,0.44,0.191,0.557,74,79,76,77,77,76,79,132,-32.3,-38.6
340,Delon Wright,32,MIL,PG,26,2,405,0.268,0.303,0.245,0.341,0.563,0.365,0.195,0.598,57,56,68,63,72,63,80,142,-33.1,-37.6
340,Delon Wright,32,NYK,PG,14,5,230,0.469,0.6,0.333,0.551,0.667,0.566,0.184,0.49,100,110,93,101,85,98,76,116,0.8,-1
341,Jericho Sims,26,2TM,C,53,5,632,0.634,0.634,,0.634,0.615,0.639,0.183,0,136,116,,117,79,111,75,0,12.8,9.6
341,Jericho Sims,26,NYK,C,39,5,422,0.609,0.609,,0.609,0.615,0.619,0.283,0,130,112,,112,79,107,116,0,6,4.4
341,Jericho Sims,26,MIL,C,14,0,210,0.68,0.68,,0.68,,0.68,0,0,146,125,,125,,118,0,0,6.8,5.2
342,Josh Okogie,26,2TM,SG,40,7,625,0.443,0.517,0.348,0.519,0.741,0.567,0.401,0.434,95,95,97,96,95,98,165,103,-10.2,-4.4
342,Josh Okogie,26,PHO,SG,25,1,351,0.491,0.556,0.381,0.561,0.688,0.586,0.281,0.368,105,102,106,103,88,102,116,87,4.2,2.4
342,Josh Okogie,26,CHO,SG,15,6,274,0.388,0.458,0.32,0.469,0.774,0.548,0.541,0.51,83,84,89,86,99,95,223,121,-14.4,-6.8
343,Jeff Dowtin,27,PHI,PG,41,3,621,0.487,0.525,0.4,0.548,0.733,0.57,0.196,0.304,104,96,111,101,94,99,81,72,2.2,-2.9
344,Daniel Theis,32,NOP,C,38,9,621,0.473,0.565,0.243,0.508,0.838,0.558,0.287,0.287,101,104,68,93,107,97,118,68,-9.1,-5.4
345,Cory Joseph,33,ORL,PG,50,16,612,0.403,0.489,0.364,0.529,0.778,0.547,0.117,0.695,86,90,101,97,100,95,48,165,-4.3,-9.6
346,Zeke Nnaji,24,DEN,PF,57,4,608,0.496,0.596,0.327,0.557,0.614,0.574,0.312,0.369,106,109,91,103,79,100,128,88,3.9,-0.8
347,Kessler Edwards,24,DAL,SF,40,18,608,0.496,0.556,0.407,0.578,0.923,0.597,0.096,0.4,106,102,113,106,118,104,40,95,9.4,5.8
348,Pat Connaughton,32,MIL,SG,41,1,603,0.469,0.594,0.321,0.542,0.774,0.567,0.175,0.458,100,109,89,100,99,98,72,109,-0.2,-3.7
349,Ajay Mitchell,22,OKC,SG,36,1,597,0.495,0.548,0.383,0.557,0.829,0.587,0.19,0.326,106,101,106,103,106,102,78,77,5.2,4.2
350,Brandon Ingram,27,NOP,SF,18,18,595,0.465,0.514,0.374,0.53,0.855,0.56,0.165,0.345,100,94,104,98,110,97,68,82,-8.7,-11.6
351,Jared McCain,20,PHI,SG,23,8,592,0.46,0.532,0.383,0.553,0.875,0.589,0.204,0.485,98,98,106,102,112,102,84,115,5.4,7.9
352,Cam Reddish,25,LAL,SF,33,8,589,0.404,0.532,0.277,0.473,0.615,0.498,0.277,0.5,87,98,77,87,79,86,114,119,-13.1,-16.5
353,Jae'Sean Tate,29,HOU,SF,52,2,588,0.473,0.529,0.348,0.527,0.681,0.557,0.318,0.311,101,97,97,97,87,97,131,74,-4.7,-6.4
354,Olivier-Maxence Prosper,22,DAL,PF,52,4,584,0.402,0.472,0.235,0.437,0.645,0.484,0.437,0.293,86,87,65,80,83,84,180,70,-37,-38
355,Jarred Vanderbilt,25,LAL,PF,36,2,581,0.488,0.562,0.281,0.525,0.556,0.537,0.298,0.264,104,103,78,97,71,93,123,63,-4.4,-10.7
356,Joel Embiid,30,PHI,C,19,19,574,0.444,0.492,0.299,0.481,0.882,0.58,0.537,0.244,95,90,83,89,113,101,221,58,-39.1,3.3
357,Monte Morris,29,PHO,PG,45,0,571,0.426,0.477,0.36,0.505,0.857,0.546,0.215,0.441,91,88,100,93,110,95,89,105,-14.8,-13
358,Moritz Wagner,27,ORL,C,30,1,564,0.562,0.649,0.36,0.616,0.718,0.649,0.442,0.301,120,119,100,114,92,113,182,72,36.6,43.3
359,Malcolm Brogdon,32,WAS,PG,24,13,564,0.433,0.478,0.286,0.467,0.88,0.544,0.383,0.233,93,88,79,86,113,94,158,55,-36.7,-18.2
360,John Konchar,28,MEM,SG,46,4,558,0.451,0.621,0.371,0.577,0.875,0.592,0.088,0.681,96,114,103,106,112,103,36,162,6.2,3.1
361,Dwight Powell,33,DAL,C,55,3,551,0.689,0.714,0.4,0.705,0.651,0.713,0.705,0.082,147,131,111,130,84,124,290,19,19.7,21.9
362,Dillon Jones,23,OKC,SF,54,3,551,0.383,0.5,0.254,0.444,0.607,0.464,0.211,0.474,82,92,71,82,78,81,87,112,-26.5,-32.5
363,Jordan Goodwin,26,LAL,PG,29,5,543,0.438,0.487,0.382,0.528,0.818,0.541,0.076,0.472,94,89,106,97,105,94,31,112,-4.4,-10.5
364,Richaun Holmes,31,WAS,PF,31,7,534,0.647,0.662,0,0.647,0.833,0.695,0.432,0.022,139,121,0,119,107,121,178,5,29,39.4
365,Mouhamed Gueye,22,ATL,PF,33,28,533,0.421,0.567,0.259,0.482,0.762,0.52,0.246,0.474,90,104,72,89,98,90,101,112,-20.7,-21.4
366,Bismack Biyombo,32,SAS,C,28,26,528,0.588,0.588,,0.588,0.4,0.576,0.219,0,126,108,,108,51,100,90,0,10.2,0
367,Jaylen Clark,23,MIN,SG,40,4,522,0.467,0.493,0.431,0.558,0.784,0.598,0.308,0.425,100,90,120,103,101,104,127,101,3.7,6
368,Rob Dillingham,20,MIN,PG,49,1,516,0.441,0.496,0.338,0.5,0.533,0.503,0.071,0.351,94,91,94,92,68,87,29,83,-18.2,-31.8
369,Colby Jones,22,2TM,SG,39,0,515,0.457,0.538,0.327,0.519,0.657,0.544,0.271,0.38,98,99,91,96,84,94,112,90,-6.1,-9.4
369,Colby Jones,22,SAC,SG,24,0,130,0.423,0.438,0.4,0.5,,0.5,0,0.385,91,80,111,92,,87,0,91,-2.2,-4
369,Colby Jones,22,WAS,SG,15,0,385,0.466,0.563,0.308,0.524,0.657,0.553,0.34,0.379,100,103,85,97,84,96,140,90,-3.9,-5.4
370,Craig Porter Jr.,24,CLE,PG,51,1,513,0.514,0.554,0.438,0.589,0.719,0.61,0.229,0.343,110,102,121,109,92,106,94,81,12.9,10.4
371,Tristan Vukcevic,21,WAS,C,35,1,513,0.496,0.586,0.373,0.574,0.776,0.608,0.277,0.421,106,107,103,106,100,105,114,100,15.2,17.2
372,Elfrid Payton,30,2TM,PG,24,9,511,0.328,0.336,0.167,0.332,0.571,0.34,0.057,0.049,70,62,46,61,73,59,24,12,-51.5,-59.1
372,Elfrid Payton,30,NOP,PG,18,7,388,0.366,0.379,0.167,0.371,0.571,0.38,0.069,0.059,78,70,46,68,73,66,29,14,-34.7,-40.9
372,Elfrid Payton,30,CHO,PG,6,2,123,0.143,0.143,,0.143,,0.143,0,0,31,26,,26,,25,0,0,-16.8,-18.2
373,Jamal Cain,25,NOP,SF,37,0,502,0.43,0.538,0.325,0.513,0.68,0.544,0.316,0.506,92,99,90,94,87,94,130,120,-9.6,-11.4
374,Keaton Wallace,25,ATL,PG,31,5,501,0.401,0.475,0.329,0.485,1,0.503,0.068,0.506,86,87,91,89,128,87,28,120,-19,-24.3
375,Jock Landale,29,HOU,C,42,3,500,0.533,0.556,0.423,0.569,0.675,0.59,0.263,0.171,114,102,117,105,87,102,108,41,7.9,4.6
376,Vince Williams Jr.,24,MEM,SG,27,5,499,0.401,0.569,0.274,0.479,0.792,0.504,0.144,0.569,86,104,76,88,102,87,59,135,-21.4,-25.6
377,Wendell Moore Jr.,23,2TM,SG,36,1,499,0.468,0.529,0.341,0.524,0.818,0.553,0.175,0.325,100,97,95,96,105,96,72,77,-4.8,-6.3
377,Wendell Moore Jr.,23,DET,SG,20,1,219,0.46,0.528,0.286,0.5,0.929,0.561,0.28,0.28,98,97,79,92,119,97,115,66,-4.3,-1.7
377,Wendell Moore Jr.,23,CHO,SG,16,0,280,0.474,0.531,0.37,0.539,0.625,0.547,0.105,0.355,101,97,103,99,80,95,43,84,-0.5,-4.6
378,Brandon Williams,25,DAL,PG,33,3,487,0.521,0.578,0.4,0.585,0.833,0.634,0.351,0.319,112,106,111,108,107,110,145,76,15.8,24.9
379,A.J. Lawson,24,TOR,SG,26,2,486,0.421,0.528,0.327,0.508,0.683,0.542,0.332,0.532,90,97,91,94,88,94,137,126,-13.4,-14.9
380,Grant Williams,26,CHO,PF,16,7,479,0.439,0.551,0.365,0.549,0.838,0.596,0.301,0.602,94,101,101,101,107,103,124,143,1.4,5.5
381,Lonnie Walker IV,26,PHI,SG,20,7,477,0.42,0.518,0.354,0.526,0.8,0.548,0.142,0.599,90,95,98,97,103,95,58,142,-7.3,-12.5
382,Duop Reath,28,POR,C,46,0,469,0.422,0.6,0.321,0.524,0.909,0.552,0.133,0.639,90,110,89,97,117,96,55,152,-6.3,-8.4
383,Reece Beekman,23,2TM,PG,36,4,469,0.327,0.418,0.175,0.36,0.762,0.4,0.196,0.374,70,77,49,66,98,69,81,89,-39.2,-41
383,Reece Beekman,23,GSW,PG,2,0,4,1,1,,1,,1,0,0,214,183,,184,,174,0,0,0.9,0.8
383,Reece Beekman,23,BRK,PG,34,4,465,0.321,0.409,0.175,0.354,0.762,0.395,0.198,0.377,69,75,49,65,98,69,82,90,-40.1,-41.8
384,Kai Jones,24,2TM,C,40,6,468,0.798,0.827,0.2,0.803,0.719,0.804,0.294,0.046,171,152,56,148,92,140,121,11,56.6,56.1
384,Kai Jones,24,LAC,C,28,0,208,0.722,0.765,0,0.722,0.75,0.739,0.333,0.056,155,140,0,133,96,128,137,13,12.9,13.4
384,Kai Jones,24,DAL,C,12,6,260,0.836,0.857,0.333,0.842,0.7,0.837,0.274,0.041,179,157,93,155,90,145,113,10,43.7,42.7
385,Larry Nance Jr.,32,ATL,PF,24,3,463,0.516,0.582,0.447,0.626,0.692,0.632,0.084,0.49,110,107,124,115,89,110,35,116,25.6,17.8
386,Collin Gillespie,25,PHO,PG,33,9,461,0.43,0.426,0.433,0.554,0.864,0.578,0.139,0.57,92,78,120,102,111,100,57,135,3.4,0.8
387,Rayan Rupert,20,POR,SG,52,0,460,0.408,0.506,0.271,0.465,0.767,0.499,0.211,0.415,87,93,75,86,98,87,87,99,-22.2,-23.8
388,GG Jackson II,20,MEM,PF,29,3,459,0.372,0.404,0.337,0.452,0.725,0.482,0.201,0.477,80,74,94,83,93,84,83,113,-36.1,-40.6
389,Jaylon Tyson,22,CLE,SG,47,3,453,0.43,0.484,0.345,0.497,0.792,0.523,0.161,0.389,92,89,96,91,102,91,66,92,-13.8,-16.9
390,Bol Bol,25,PHO,PF,36,10,448,0.525,0.711,0.344,0.612,0.769,0.627,0.142,0.508,112,130,96,113,99,109,59,121,25.2,19.9
391,Paul Reed,25,DET,C,45,0,438,0.507,0.561,0.286,0.535,0.762,0.573,0.296,0.197,109,103,79,99,98,99,122,47,-2.2,-0.9
392,Colin Castleton,24,3TM,C,26,4,432,0.469,0.537,0.125,0.48,0.763,0.536,0.388,0.163,100,98,35,88,98,93,160,39,-12.5,-9.2
392,Colin Castleton,24,MEM,C,10,0,46,0.2,0.333,0,0.2,0.909,0.472,1.1,0.4,43,61,0,37,117,82,453,95,-6.9,-3.1
392,Colin Castleton,24,TOR,C,11,4,288,0.5,0.536,0.25,0.516,0.722,0.549,0.281,0.125,107,98,69,95,93,95,116,30,-3.5,-3.9
392,Colin Castleton,24,PHI,C,5,0,98,0.5,0.6,0,0.5,0.667,0.536,0.375,0.167,107,110,0,92,85,93,154,40,-2.1,-2.2
393,Trevelin Queen,27,ORL,SG,31,2,430,0.381,0.486,0.286,0.456,0.857,0.486,0.143,0.524,82,89,79,84,110,84,59,124,-25.7,-28
394,Malaki Branham,21,SAS,SG,47,0,427,0.458,0.5,0.405,0.547,0.818,0.575,0.174,0.442,98,92,112,101,105,100,72,105,1.6,-0.7
395,Jordan Miller,25,LAC,SF,37,0,420,0.433,0.521,0.211,0.463,0.8,0.509,0.261,0.284,93,96,58,85,103,88,108,67,-21.5,-20.2
396,Mo Bamba,26,2TM,C,32,2,413,0.464,0.638,0.278,0.531,0.704,0.557,0.241,0.482,99,117,77,98,90,97,99,114,-2.7,-4.8
396,Mo Bamba,26,LAC,C,28,2,352,0.466,0.623,0.3,0.539,0.68,0.561,0.243,0.485,100,114,83,99,87,97,100,115,-0.9,-3.4
396,Mo Bamba,26,NOP,C,4,0,61,0.444,0.8,0,0.444,1,0.506,0.222,0.444,95,147,0,82,128,88,92,106,-1.8,-1.4
397,David Roddy,23,3TM,PF,33,3,410,0.456,0.594,0.311,0.532,0.769,0.561,0.208,0.488,98,109,86,98,99,97,86,116,-2.7,-4.2
397,David Roddy,23,ATL,PF,27,3,346,0.473,0.56,0.372,0.559,0.818,0.594,0.237,0.462,101,103,103,103,105,103,97,110,3,3.7
397,David Roddy,23,PHI,PF,3,0,29,0.421,0.75,0.182,0.474,,0.474,0,0.579,90,138,50,87,,82,0,137,-2.6,-3.9
397,David Roddy,23,HOU,PF,3,0,35,0.385,0.667,0.143,0.423,0.5,0.44,0.308,0.538,82,122,40,78,64,76,127,128,-3.1,-4
398,Taj Gibson,39,CHO,C,37,11,409,0.495,0.495,0.5,0.5,0.6,0.515,0.211,0.021,106,91,139,92,77,89,87,5,-8.2,-12.6
399,Ousmane Dieng,21,OKC,C,37,1,405,0.432,0.574,0.324,0.524,0.688,0.538,0.128,0.568,92,105,90,96,88,93,53,135,-4.8,-10.2
400,Jordan Walsh,20,BOS,PF,52,1,403,0.361,0.536,0.273,0.452,0.583,0.464,0.145,0.663,77,98,76,83,75,81,60,157,-15.1,-19.7
401,Hunter Tyson,24,DEN,PF,51,2,400,0.375,0.478,0.311,0.471,0.75,0.506,0.233,0.617,80,88,86,87,96,88,96,146,-17.3,-18.5
402,Anthony Gill,32,WAS,PF,51,0,397,0.489,0.579,0.323,0.545,0.66,0.586,0.568,0.352,105,106,90,100,85,102,234,84,0.4,2.2
403,Devin Carter,22,SAC,PG,36,0,396,0.37,0.439,0.295,0.441,0.591,0.471,0.346,0.48,79,81,82,81,76,82,143,114,-25.9,-30.7
404,Jeff Green,38,HOU,PF,32,3,396,0.504,0.762,0.367,0.624,0.808,0.649,0.215,0.653,108,140,102,115,104,113,88,155,19.6,19.4
405,Trey Jemison,25,2TM,C,38,0,392,0.554,0.554,,0.554,0.394,0.537,0.446,0,119,102,,102,51,93,184,0,1.6,-7
405,Trey Jemison,25,NOP,C,16,0,166,0.469,0.469,,0.469,0.381,0.461,0.656,0,100,86,,86,49,80,270,0,-4.8,-9.5
405,Trey Jemison,25,LAL,C,22,0,226,0.619,0.619,,0.619,0.417,0.603,0.286,0,132,114,,114,53,105,118,0,6.4,2.5
406,Reggie Jackson,34,PHI,PG,31,1,384,0.391,0.458,0.338,0.485,0.778,0.496,0.068,0.556,84,84,94,89,100,86,28,132,-15.5,-21.8
407,Baylor Scheierman,24,BOS,SG,31,2,384,0.355,0.464,0.317,0.473,0.75,0.49,0.109,0.745,76,85,88,87,96,85,45,177,-15.5,-19.8
408,Quenton Jackson,26,IND,PG,28,7,381,0.475,0.524,0.375,0.537,0.775,0.58,0.328,0.328,102,96,104,99,99,101,135,78,-1.5,1.1
409,Alex Len,31,2TM,C,46,7,380,0.508,0.556,0.222,0.524,0.471,0.525,0.27,0.143,109,102,62,96,60,91,111,34,-2.4,-7.2
409,Alex Len,31,SAC,C,36,3,258,0.537,0.6,0.167,0.549,0.538,0.557,0.317,0.146,115,110,46,101,69,97,131,35,0.5,-1.8
409,Alex Len,31,LAL,C,10,4,122,0.455,0.474,0.333,0.477,0.25,0.463,0.182,0.136,97,87,93,88,32,80,75,32,-2.9,-5.4
410,Johnny Furphy,20,IND,SG,50,0,379,0.38,0.476,0.3,0.462,0.818,0.506,0.239,0.543,81,87,83,85,105,88,98,129,-14.9,-14.2
411,Charles Bassey,24,SAS,C,36,1,376,0.581,0.581,,0.581,0.636,0.597,0.282,0,124,107,,107,82,104,116,0,8.9,5.4
412,Dominick Barlow,21,ATL,SF,35,4,375,0.531,0.616,0.259,0.562,0.636,0.58,0.292,0.239,114,113,72,103,82,101,120,57,4.3,1
413,Dante Exum,29,DAL,PG,20,13,372,0.478,0.506,0.434,0.563,0.742,0.589,0.231,0.396,102,93,120,104,95,102,95,94,5.5,3.9
414,Damion Baugh,24,CHO,SG,15,2,370,0.323,0.405,0.214,0.369,0.867,0.399,0.115,0.431,69,74,59,68,111,69,48,102,-45.2,-48.4
415,Jaden Springer,22,2TM,SG,43,2,365,0.389,0.548,0.25,0.456,0.711,0.511,0.422,0.533,83,100,69,84,91,89,174,127,-15.7,-14
415,Jaden Springer,22,BOS,SG,26,0,141,0.353,0.4,0.316,0.441,0.714,0.52,0.618,0.559,76,73,88,81,92,90,254,133,-6.9,-4.8
415,Jaden Springer,22,UTA,PG,17,2,224,0.411,0.63,0.207,0.464,0.706,0.504,0.304,0.518,88,116,57,85,91,87,125,123,-8.8,-9.2
416,Robert Williams,27,POR,C,20,3,351,0.641,0.653,0.333,0.647,0.882,0.679,0.218,0.038,137,120,93,119,113,118,90,9,16.3,17.5
417,Doug McDermott,33,SAC,SF,42,3,342,0.427,0.375,0.436,0.615,0.6,0.617,0.043,0.863,91,69,121,113,77,107,18,205,16.9,9.6
418,Christian Koloko,24,LAL,C,37,0,342,0.606,0.645,0,0.606,0.714,0.624,0.212,0.061,130,118,0,112,92,108,87,14,8.3,6.8
419,Terrence Shannon Jr.,24,MIN,SG,32,1,339,0.482,0.53,0.355,0.531,0.81,0.56,0.184,0.272,103,97,99,98,104,97,76,65,-2.8,-4
420,Keion Brooks Jr.,24,NOP,SF,14,6,332,0.486,0.591,0.326,0.55,0.733,0.581,0.275,0.394,104,108,90,101,94,101,113,94,1.6,1.2
421,Tristan Thompson,33,CLE,C,40,0,328,0.437,0.456,0,0.437,0.233,0.41,0.423,0.042,93,84,0,80,30,71,174,10,-15.1,-28
422,Maxwell Lewis,22,2TM,SF,28,1,327,0.417,0.448,0.38,0.505,0.7,0.516,0.093,0.463,89,82,105,93,90,90,38,110,-8.3,-13.5
422,Maxwell Lewis,22,LAL,SF,7,0,29,0.333,0.333,,0.333,,0.333,0,0,71,61,,61,,58,0,0,-2.5,-2.9
422,Maxwell Lewis,22,BRK,SF,21,1,298,0.422,0.462,0.38,0.515,0.7,0.526,0.098,0.49,90,85,105,95,90,91,40,116,-5.8,-10.6
423,Jevon Carter,29,CHI,PG,36,1,321,0.377,0.488,0.333,0.497,0.8,0.509,0.068,0.719,81,89,93,91,103,88,28,171,-13.6,-20.3
424,Patty Mills,36,2TM,PG,29,0,321,0.375,0.476,0.347,0.51,0.929,0.543,0.146,0.781,80,87,96,94,119,94,60,186,-6.2,-6.7
424,Patty Mills,36,UTA,PG,17,0,260,0.342,0.474,0.298,0.454,1,0.473,0.066,0.75,73,87,83,84,128,82,27,178,-13.5,-16.1
424,Patty Mills,36,LAC,PG,12,0,61,0.5,0.5,0.5,0.725,0.889,0.772,0.45,0.9,107,92,139,134,114,134,185,214,7.3,9.4
425,Tre Mann,23,CHO,PG,13,0,319,0.435,0.455,0.4,0.509,0.905,0.537,0.13,0.373,93,84,111,94,116,93,54,88,-10.9,-13.2
426,Jalen Hood-Schifino,21,2TM,SG,15,0,315,0.378,0.442,0.304,0.449,0.857,0.494,0.214,0.469,81,81,84,83,110,86,88,111,-18.5,-17.6
426,Jalen Hood-Schifino,21,LAL,SG,2,0,14,1,1,,1,1,1.064,2,0,214,183,,184,128,185,824,0,0.9,1.8
426,Jalen Hood-Schifino,21,PHI,SG,13,0,301,0.371,0.431,0.304,0.443,0.842,0.484,0.196,0.474,79,79,84,82,108,84,81,113,-19.4,-19.4
427,Torrey Craig,34,2TM,SF,26,4,314,0.422,0.583,0.364,0.556,0.667,0.567,0.133,0.733,90,107,101,102,85,98,55,174,2.2,-1.8
427,Torrey Craig,34,CHI,SF,9,1,113,0.489,0.7,0.429,0.656,0.75,0.663,0.089,0.778,105,128,119,121,96,115,37,185,10.1,8.1
427,Torrey Craig,34,BOS,SF,17,3,201,0.356,0.5,0.29,0.456,0.625,0.474,0.178,0.689,76,92,81,84,80,82,73,164,-7.9,-9.9
428,Jordan McLaughlin,28,2TM,PG,46,0,314,0.431,0.462,0.413,0.563,0.773,0.6,0.306,0.639,92,85,115,104,99,104,126,152,2.8,3.9
428,Jordan McLaughlin,28,SAC,PG,28,0,190,0.364,0.333,0.385,0.477,0.688,0.519,0.364,0.591,78,61,107,88,88,90,150,140,-5.8,-5.8
428,Jordan McLaughlin,28,SAS,PG,18,0,124,0.536,0.75,0.45,0.696,1,0.734,0.214,0.714,115,138,125,128,128,127,88,170,8.6,9.7
429,Matisse Thybulle,27,POR,SG,15,5,312,0.477,0.525,0.438,0.597,0.467,0.592,0.17,0.545,102,96,121,110,60,103,70,130,9.4,3
430,Isaac Jones,24,SAC,PF,40,0,304,0.651,0.68,0.375,0.669,0.639,0.678,0.434,0.096,139,125,104,123,82,118,179,23,20.9,20.1
431,Tyler Kolek,23,NYK,PG,41,0,296,0.329,0.371,0.298,0.415,0.765,0.453,0.207,0.573,70,68,83,76,98,79,85,136,-21.1,-22.1
432,Mitchell Robinson,26,NYK,C,17,3,290,0.661,0.661,,0.661,0.684,0.676,0.339,0,141,121,,122,88,117,140,0,13.2,12.8
433,Josh Minott,22,MIN,SF,46,0,276,0.489,0.638,0.326,0.567,0.895,0.605,0.211,0.478,105,117,90,104,115,105,87,113,4.2,5.7
434,Kobe Brown,25,LAC,PF,40,0,272,0.458,0.587,0.231,0.5,0.714,0.513,0.097,0.361,98,108,64,92,92,89,40,86,-6.2,-9.5
435,Dru Smith,27,MIA,SG,14,1,268,0.508,0.484,0.533,0.639,0.75,0.656,0.197,0.492,109,89,148,118,96,114,81,117,11.7,10.6
436,Isaiah Wong,24,CHO,SG,20,0,265,0.39,0.389,0.394,0.452,0.735,0.5,0.324,0.314,84,71,109,83,94,87,133,75,-19,-18.2
437,Marvin Bagley III,25,2TM,PF,31,2,265,0.519,0.598,0.158,0.533,0.657,0.56,0.33,0.179,111,110,44,98,84,97,136,43,-2.1,-3.9
437,Marvin Bagley III,25,WAS,C,19,1,166,0.535,0.59,0.2,0.549,0.652,0.573,0.324,0.141,115,108,56,101,84,99,133,33,0.9,-0.5
437,Marvin Bagley III,25,MEM,PF,12,1,99,0.486,0.615,0.111,0.5,0.667,0.534,0.343,0.257,104,113,31,92,85,93,141,61,-3,-3.4
438,Oscar Tshiebwe,25,UTA,C,14,1,255,0.6,0.6,,0.6,0.742,0.64,0.443,0,128,110,,110,95,111,182,0,8,10.6
439,Drew Timme,24,BRK,PF,9,2,254,0.441,0.537,0.257,0.485,0.625,0.5,0.157,0.343,94,99,71,89,80,87,65,81,-11.8,-16.7
440,Marcus Bagley,23,PHI,SF,10,4,253,0.391,0.595,0.156,0.428,0.8,0.456,0.145,0.464,84,109,43,79,103,79,60,110,-15.9,-17.6
